model,version,description,strategy,count,count_with_bertscore,bertscore_mean,bertscore_std,bleu_mean,bleu_std,sari_mean,sari_std,perplexity_mean,perplexity_std,lens_mean,lens_std,fkgl_delta_mean,fkgl_delta_std,fre_delta_mean,fre_delta_std,fkgl_output_mean,fre_output_mean,phase,experiment_group,retrieval
llama3.2,v2,step 2 - RAG top k=3,structured,40,40,0.795190770924091,0.00836905464711323,0.00322053223361317,0.00234231551977708,28.7493995047064,2.98308552829663,23.9219866991043,8.27530113946124,37.6386978186504,11.5223039265098,4.27366743730985,13.3090687424995,-22.8980459410259,38.3058045518695,15.8259275664066,29.7408070768501,Open AI RAG v2,,
llama3.2,v2,step 2 - RAG top k=3,zeroshot,40,40,0.79432036280632,0.010175477107086,0.00289940577973722,0.00215128770598494,28.6189392597879,3.30484159568935,24.3644759654999,11.8067698045456,39.4251968581315,15.0100718033273,2.18685929523877,5.94575894545968,-15.6080434671007,22.9616953156042,13.7391194243356,37.0308095507752,Open AI RAG v2,,
llama3.2,v3,BGE-RAG-full,constraint,40,40,0.792888437211513,0.0105393261486823,0.00288826350958697,0.00238124141998133,28.5564583349409,2.63156343801276,26.3852390408516,12.0996660388941,34.154513243807,17.6289019268974,3.11654672259999,7.69655876371853,-16.857189458826,22.4831023157442,14.6688068516968,35.7816635590499,BGE RAG v3,,
llama3.2,v3,BGE-RAG-full,structured,40,40,0.795337238907814,0.0103728077366794,0.00286549337778161,0.00346846475629289,28.3795270384592,3.02055567556215,25.2912973880768,10.9965746968697,38.9270719907435,12.9242404943763,2.3605725773064,3.71645568221847,-16.6820583039625,16.7397696692629,13.9128327064032,35.9567947139134,BGE RAG v3,,
llama3.2,v3,BGE-RAG-full,zeroshot,40,40,0.795408314466476,0.00948136351154426,0.00350552698807886,0.00382746614550844,28.6262345106422,2.7212736832764,24.0138180017471,7.92680749028333,37.7406171234292,15.2061404959995,3.66082789156426,12.6108696215385,-19.5885900023084,31.8640910713467,15.213088020661,33.0502630155675,BGE RAG v3,,
llama3.2,v3,E5-RAG-full,constraint,40,40,0.793538200855255,0.0091718301748979,0.00263815627727793,0.00145611583701904,28.5976463126779,2.78899842258008,25.1898367881775,8.8619546167625,37.1067932276149,17.5219876935375,1.31208548042951,2.96402585610577,-12.7066177044947,16.1479936111439,12.8643456095263,39.9322353133813,E5 RAG v3,,
llama3.2,v3,E5-RAG-full,structured,40,40,0.794064739346504,0.0068430448504207,0.00321995395129958,0.00259751103585046,28.5480459307118,2.83333181619757,26.1806301355362,10.9938816960292,37.2557258945794,14.846581390716,4.2380911165934,13.0809463225147,-20.5195540120701,35.8229942805859,15.7903512456902,32.1192990058058,E5 RAG v3,,
llama3.2,v3,E5-RAG-full,zeroshot,40,40,0.792442581057549,0.0107775713888956,0.00280833865048356,0.00189972652955081,28.4556391817682,2.88291970721459,24.3978807926178,9.96837267696536,36.4947849078079,14.1448564573006,1.70304058428778,2.59711868852396,-16.6654183329375,14.7700254979426,13.2553007133846,35.9734346849385,E5 RAG v3,,
llama3.2,v3,step 2 - RAG top k=3 with upgrated prompt,constraint,40,40,0.793840196728706,0.0107560242577526,0.00282312138866718,0.00220734940710954,28.5270875377328,3.07179715994706,23.5094536781311,9.72731491695685,35.9221369091454,16.5815025707789,2.38071042980283,5.73877779716051,-15.9316289818241,20.1997302104571,13.9329705588996,36.7072240360519,Open AI RAG v3,,
llama3.2,v3,step 2 - RAG top k=3 with upgrated prompt,structured,40,40,0.795241411030293,0.00885382038190509,0.00299702443365288,0.00194239800470554,28.6894215926107,2.87589229937816,23.1955215930939,10.9381786488689,40.7131017929336,12.8128952095073,1.06679613104129,3.17862468850371,-12.2822368963451,17.5073352370393,12.6190562601381,40.3566161215308,Open AI RAG v3,,
